Alpha,Cl,Cd
-180.0,-1633123935319537.0,0.001
-179.0,-11.44577736941188,0.001
-178.0,-5.702834828105,0.001
-177.0,-3.7796387916305965,0.001
-176.0,-2.8114141802038812,0.001
-175.0,-2.2252170472843598,0.001
-174.0,-1.8300752468022616,0.001
-173.0,-1.5441513722640852,0.001
-172.0,-1.3265334799284323,0.001
-171.0,-1.1544986529794006,0.001
-170.0,-1.0144184180976406,0.001
-169.0,-0.8976248357334864,0.001
-168.0,-0.7983435378625345,0.001
-167.0,-0.712580741611663,0.001
-166.0,-0.6374872509320492,0.001
-165.0,-0.5709768520107495,0.001
-164.0,-0.5114878052752986,0.001
-163.0,-0.4578285119808828,0.001
-162.0,-0.4090746209372263,0.001
-161.0,-0.3644986238623199,0.011442765636707278
-160.0,-0.32352056846152155,0.023008516361920237
-159.0,-0.2856728501083498,0.03506954461158267
-158.0,-0.2505746026899209,0.047611714373995834
-157.0,-0.21791276725004044,0.06062032942525733
-156.0,-0.18742789085646896,0.074080151056311
-155.0,-0.15890333134666632,0.0879754164530654
-154.0,-0.13215695110114,0.10228985770725403
-153.0,-0.10703465465665962,0.1170067214349267
-152.0,-0.08340530931421203,0.13210878897873382
-151.0,-0.061156715029267505,0.1475783971694581
-150.0,-0.04019237886466853,0.16339745962155605
-149.0,-0.020428912442382208,0.17954748853684355
-148.0,-0.001793916223580605,0.19600961698981864
-147.0,0.01577575254045327,0.21276462166755775
-146.0,0.032335407069905536,0.2297929460365399
-145.0,0.04793371438176197,0.24707472390826624
-144.0,0.06261368200622483,0.2645898033750317
-143.0,0.07641348518740854,0.282317771086771
-142.0,0.08936716385138185,0.3002379768394941
-141.0,0.10150521261695925,0.31832955844542316
-140.0,0.11285508246888792,0.33657146685463724
-139.0,0.12344160907940968,0.35494249149769
-138.0,0.13328737990933198,0.37342128581843403
-137.0,0.14241304996252202,0.3919863929660202
-136.0,0.15083761427238285,0.4106162716148842
-135.0,0.1585786437626905,0.4292893218813454
-134.0,0.16565248997012316,0.4479839113053506
-133.0,0.17207446318206232,0.46667840086581297
-132.0,0.1778589877846856,0.48535117099794095
-131.0,0.1830197379972633,0.5039806475809823
-130.0,0.18756975666100223,0.5225453278648112
-129.0,0.19152155933290244,0.5410238063038962
-128.0,0.19488722558962757,0.5593948002672681
-127.0,0.19767847915970907,0.5776371755932946
-126.0,0.1999067582635776,0.5957299719582264
-125.0,0.20158327734127962,0.6136524280277296
-124.0,0.2027190811802635,0.6313840063608814
-123.0,0.20332509231467558,0.6489044180363974
-122.0,0.20341215244861596,0.6661936469712184
-121.0,0.20299105855503444,0.68323197390194
-120.0,0.20207259421636897,0.7000000000000002
-119.0,0.20066755670014294,0.7164786700919689
-118.0,0.19878678020049007,0.7326492954567841
-117.0,0.1964411556232856,0.748493576172282
-116.0,0.1936416472468122,0.7639936229839213
-115.0,0.19039930655052503,0.7791319786691999
-114.0,0.18672528347052914,0.793891638871849
-113.0,0.18263083531102414,0.8082560723805712
-112.0,0.17812733351553994,0.8222092408277344
-111.0,0.17322626847969202,0.835735617784167
-110.0,0.16793925256796102,0.8488202072269222
-109.0,0.16227802148022666,0.8614485613576454
-108.0,0.1562544340991192,0.8736067977499791
-107.0,0.1498804709364015,0.8852816158052472
-106.0,0.1431682312853048,0.8964603124965131
-105.0,0.13612992917579705,0.9071307973819673
-104.0,0.12877788822098693,0.9172816068694967
-103.0,0.12112453543509197,0.926901917715197
-102.0,0.11318239409649533,0.9359815597395247
-101.0,0.10496407572326355,0.9445110277457393
-100.0,0.09648227122299322,0.952481492626261
-99.0,0.08774974127391114,0.9598848116435538
-98.0,0.07877930598969014,0.9667135378731531
-97.0,0.069583833916395,0.9729609287974836
-96.0,0.06017623040627923,0.9786209540401374
-95.0,0.05056942540975877,0.9836883022313383
-94.0,0.04077636072375008,0.9881583869963725
-93.0,0.03080997673162663,0.9920273520598422
-92.0,0.02068319866729237,0.9952920754596621
-91.0,0.010408922433246984,0.9979501728658196
-90.0,-3.6739403974420595e-17,1.0
-89.0,-0.010530775588253629,1.0014406541532763
-88.0,-0.021170685579182866,1.0022719748001623
-87.0,-0.03190710122896554,1.002494543308431
-86.0,-0.042727499852289165,1.0021096817451975
-85.0,-0.05361948119039945,1.0011194507808698
-84.0,-0.06457078408437641,0.9995266466936681
-83.0,-0.07556930344340558,0.997334797478513
-82.0,-0.08660310750050933,0.994548158065166
-81.0,-0.09766045535105729,0.9911717046515999
-80.0,-0.10872981477240806,0.9872111281596472
-79.0,-0.11979988032628372,0.9826728268210482
-78.0,-0.13085959174898487,0.9775638979030763
-77.0,-0.14189815263835445,0.97189212858397
-76.0,-0.15290504945054753,0.9656659859894303
-75.0,-0.1638700708242029,0.9588946064024715
-74.0,-0.1747833272546181,0.9515877836599129
-73.0,-0.18563527114604655,0.9437559567497945
-72.0,-0.1964167172763647,0.9354101966249684
-71.0,-0.2071188637151683,0.9265621922490764
-70.0,-0.2177333132439626,0.9172242358920557
-69.0,-0.22825209533562296,0.9074092076932272
-68.0,-0.23866768875985833,0.8971305595109168
-67.0,-0.24897304489216648,0.8864022980784261
-66.0,-0.25916161181590747,0.875238967487009
-65.0,-0.2692273593208618,0.8636556310173396
-64.0,-0.27916480491722095,0.8516678523417369
-63.0,-0.2889690410016828,0.8392916761201912
-62.0,-0.29863576333253494,0.8265436080139623
-61.0,-0.3081613009937127,0.813440594141236
-60.0,-0.3175426480542942,0.7999999999999999
-59.0,-0.3267774971603217,0.7862395888839508
-58.0,-0.33586427533088414,0.7721774998178594
-57.0,-0.344802182270885,0.757832225039403
-56.0,-0.353591231559809,0.7432225870550307
-55.0,-0.36223229513026534,0.728367715297939
-54.0,-0.37072715151351454,0.713287022416721
-53.0,-0.37907853840328226,0.6980001802237044
-52.0,-0.3872902101759703,0.6825270953323997
-51.0,-0.395367001107381,0.6668878845138635
-50.0,-0.4033148951463225,0.6511028498021191
-49.0,-0.41114110324767894,0.6351924533790835
-48.0,-0.4188541494362784,0.6191772922697126
-47.0,-0.42646396697383215,0.6030780728783125
-46.0,-0.43398200624133426,0.5869155853971503
-45.0,-0.4414213562373095,0.5707106781186548
-44.0,-0.4487968819390746,0.5544842316826146
-43.0,-0.4561253801933725,0.5382571332898544
-42.0,-0.46342575731163205,0.5220502509139127
-41.0,-0.47071923216553246,0.5058844075422444
-40.0,-0.478029569338437,0.48978035547843257
-39.0,-0.48538334782332415,0.47375875073681734
-38.0,-0.49281027191421606,0.45784012756083836
-37.0,-0.5003435323755827,0.4420448730962297
-36.0,-0.5080202277708674,0.42639320225002103
-35.0,-0.5158818580897829,0.4109051327660648
-34.0,-0.523974905670167,0.39560046054754827
-33.0,-0.5323515220451076,0.38049873525664235
-32.0,-0.5410703440030808,0.3656192362211038
-31.0,-0.5501974681577385,0.3509809486772658
-30.0,-0.5598076211353317,0.33660254037844384
-29.0,-0.5699855727231232,0.3225023385973371
-28.0,-0.5808278528472369,0.3086983075505193
-27.0,-0.5924448512816283,0.29520802627260023
-26.0,-0.604963403265173,0.2820486669670876
-25.0,-0.6185299972180531,0.26923697386039536
-24.0,-0.6333147861429058,0.256789242584831
-23.0,-0.6495166474532311,0.24472130011574542
-22.0,-0.6673696249653197,0.23304848528735317
-21.0,-0.6871512139236646,0.22178562991102307
-20.0,-0.7091931342734455,0.21094704051910182
-19.0,-0.7338955090577147,0.20054648075657072
-18.0,-0.7617457723127105,0.19059715444204162
-17.0,-0.7933442540633304,0.18111168931878274
-16.0,-0.8294393638152217,0.1721021215156189
-15.0,-0.8709768520107506,0.1635798807366875
-14.0,-0.9191701886035836,0.15555577619813618
-13.0,-0.9756034296851104,0.14803998332894003
-12.0,-1.0423855237080146,0.14104203125208015
-11.0,-1.1223887917830344,0.1345707910613727
-10.0,-1.2196305040930415,0.1286344649082666
-9.0,-1.3399088496043705,0.12324057591193699
-8.0,-1.4919158934186307,0.11839595890499761
-7.0,-1.6893045096238866,0.11410675202613396
-6.0,-1.9548222612929222,0.11037838916992451
-5.0,-2.329405953884519,0.10721559330307054
-4.0,-0.197,0.0077
-3.0,-0.0877,0.00708
-2.0,0.0219,0.0066
-1.0,0.1304,0.00609
0.0,0.2372,0.00565
1.0,0.3416,0.00548
2.0,0.45,0.00578
3.0,0.5921,0.00635
4.0,0.7148,0.00693
5.0,0.8095,0.00775
6.0,0.902,0.00905
7.0,0.9946,0.01068
8.0,1.0874,0.01234
9.0,1.1796,0.01393
10.0,1.2672,0.01566
11.0,1.3464,0.01767
12.0,1.4085,0.02001
13.0,0.9756034296851104,0.14803998332894003
14.0,0.9191701886035836,0.15555577619813618
15.0,0.8709768520107506,0.1635798807366875
16.0,0.8294393638152217,0.1721021215156189
17.0,0.7933442540633304,0.18111168931878274
18.0,0.7617457723127105,0.19059715444204162
19.0,0.7338955090577147,0.20054648075657072
20.0,0.7091931342734455,0.21094704051910182
21.0,0.6871512139236646,0.22178562991102307
22.0,0.6673696249653197,0.23304848528735317
23.0,0.6495166474532311,0.24472130011574542
24.0,0.6333147861429058,0.256789242584831
25.0,0.6185299972180531,0.26923697386039536
26.0,0.604963403265173,0.2820486669670876
27.0,0.5924448512816283,0.29520802627260023
28.0,0.5808278528472369,0.3086983075505193
29.0,0.5699855727231232,0.3225023385973371
30.0,0.5598076211353317,0.33660254037844384
31.0,0.5501974681577385,0.3509809486772658
32.0,0.5410703440030808,0.3656192362211038
33.0,0.5323515220451076,0.38049873525664235
34.0,0.523974905670167,0.39560046054754827
35.0,0.5158818580897829,0.4109051327660648
36.0,0.5080202277708674,0.42639320225002103
37.0,0.5003435323755827,0.4420448730962297
38.0,0.49281027191421606,0.45784012756083836
39.0,0.48538334782332415,0.47375875073681734
40.0,0.478029569338437,0.48978035547843257
41.0,0.47071923216553246,0.5058844075422444
42.0,0.46342575731163205,0.5220502509139127
43.0,0.4561253801933725,0.5382571332898544
44.0,0.4487968819390746,0.5544842316826146
45.0,0.4414213562373095,0.5707106781186548
46.0,0.43398200624133426,0.5869155853971503
47.0,0.42646396697383215,0.6030780728783125
48.0,0.4188541494362784,0.6191772922697126
49.0,0.41114110324767894,0.6351924533790835
50.0,0.4033148951463225,0.6511028498021191
51.0,0.395367001107381,0.6668878845138635
52.0,0.3872902101759703,0.6825270953323997
53.0,0.37907853840328226,0.6980001802237044
54.0,0.37072715151351454,0.713287022416721
55.0,0.36223229513026534,0.728367715297939
56.0,0.353591231559809,0.7432225870550307
57.0,0.344802182270885,0.757832225039403
58.0,0.33586427533088414,0.7721774998178594
59.0,0.3267774971603217,0.7862395888839508
60.0,0.3175426480542942,0.7999999999999999
61.0,0.3081613009937127,0.813440594141236
62.0,0.29863576333253494,0.8265436080139623
63.0,0.2889690410016828,0.8392916761201912
64.0,0.27916480491722095,0.8516678523417369
65.0,0.2692273593208618,0.8636556310173396
66.0,0.25916161181590747,0.875238967487009
67.0,0.24897304489216648,0.8864022980784261
68.0,0.23866768875985833,0.8971305595109168
69.0,0.22825209533562296,0.9074092076932272
70.0,0.2177333132439626,0.9172242358920557
71.0,0.2071188637151683,0.9265621922490764
72.0,0.1964167172763647,0.9354101966249684
73.0,0.18563527114604655,0.9437559567497945
74.0,0.1747833272546181,0.9515877836599129
75.0,0.1638700708242029,0.9588946064024715
76.0,0.15290504945054753,0.9656659859894303
77.0,0.14189815263835445,0.97189212858397
78.0,0.13085959174898487,0.9775638979030763
79.0,0.11979988032628372,0.9826728268210482
80.0,0.10872981477240806,0.9872111281596472
81.0,0.09766045535105729,0.9911717046515999
82.0,0.08660310750050933,0.994548158065166
83.0,0.07556930344340558,0.997334797478513
84.0,0.06457078408437641,0.9995266466936681
85.0,0.05361948119039945,1.0011194507808698
86.0,0.042727499852289165,1.0021096817451975
87.0,0.03190710122896554,1.002494543308431
88.0,0.021170685579182866,1.0022719748001623
89.0,0.010530775588253629,1.0014406541532763
90.0,3.6739403974420595e-17,1.0
91.0,-0.010408922433246984,0.9979501728658196
92.0,-0.02068319866729237,0.9952920754596621
93.0,-0.03080997673162663,0.9920273520598422
94.0,-0.04077636072375008,0.9881583869963725
95.0,-0.05056942540975877,0.9836883022313383
96.0,-0.06017623040627923,0.9786209540401374
97.0,-0.069583833916395,0.9729609287974836
98.0,-0.07877930598969014,0.9667135378731531
99.0,-0.08774974127391114,0.9598848116435538
100.0,-0.09648227122299322,0.952481492626261
101.0,-0.10496407572326355,0.9445110277457393
102.0,-0.11318239409649533,0.9359815597395247
103.0,-0.12112453543509197,0.926901917715197
104.0,-0.12877788822098693,0.9172816068694967
105.0,-0.13612992917579705,0.9071307973819673
106.0,-0.1431682312853048,0.8964603124965131
107.0,-0.1498804709364015,0.8852816158052472
108.0,-0.1562544340991192,0.8736067977499791
109.0,-0.16227802148022666,0.8614485613576454
110.0,-0.16793925256796102,0.8488202072269222
111.0,-0.17322626847969202,0.835735617784167
112.0,-0.17812733351553994,0.8222092408277344
113.0,-0.18263083531102414,0.8082560723805712
114.0,-0.18672528347052914,0.793891638871849
115.0,-0.19039930655052503,0.7791319786691999
116.0,-0.1936416472468122,0.7639936229839213
117.0,-0.1964411556232856,0.748493576172282
118.0,-0.19878678020049007,0.7326492954567841
119.0,-0.20066755670014294,0.7164786700919689
120.0,-0.20207259421636897,0.7000000000000002
121.0,-0.20299105855503444,0.68323197390194
122.0,-0.20341215244861596,0.6661936469712184
123.0,-0.20332509231467558,0.6489044180363974
124.0,-0.2027190811802635,0.6313840063608814
125.0,-0.20158327734127962,0.6136524280277296
126.0,-0.1999067582635776,0.5957299719582264
127.0,-0.19767847915970907,0.5776371755932946
128.0,-0.19488722558962757,0.5593948002672681
129.0,-0.19152155933290244,0.5410238063038962
130.0,-0.18756975666100223,0.5225453278648112
131.0,-0.1830197379972633,0.5039806475809823
132.0,-0.1778589877846856,0.48535117099794095
133.0,-0.17207446318206232,0.46667840086581297
134.0,-0.16565248997012316,0.4479839113053506
135.0,-0.1585786437626905,0.4292893218813454
136.0,-0.15083761427238285,0.4106162716148842
137.0,-0.14241304996252202,0.3919863929660202
138.0,-0.13328737990933198,0.37342128581843403
139.0,-0.12344160907940968,0.35494249149769
140.0,-0.11285508246888792,0.33657146685463724
141.0,-0.10150521261695925,0.31832955844542316
142.0,-0.08936716385138185,0.3002379768394941
143.0,-0.07641348518740854,0.282317771086771
144.0,-0.06261368200622483,0.2645898033750317
145.0,-0.04793371438176197,0.24707472390826624
146.0,-0.032335407069905536,0.2297929460365399
147.0,-0.01577575254045327,0.21276462166755775
148.0,0.001793916223580605,0.19600961698981864
149.0,0.020428912442382208,0.17954748853684355
150.0,0.04019237886466853,0.16339745962155605
151.0,0.061156715029267505,0.1475783971694581
152.0,0.08340530931421203,0.13210878897873382
153.0,0.10703465465665962,0.1170067214349267
154.0,0.13215695110114,0.10228985770725403
155.0,0.15890333134666632,0.0879754164530654
156.0,0.18742789085646896,0.074080151056311
157.0,0.21791276725004044,0.06062032942525733
158.0,0.2505746026899209,0.047611714373995834
159.0,0.2856728501083498,0.03506954461158267
160.0,0.32352056846152155,0.023008516361920237
161.0,0.3644986238623199,0.011442765636707278
162.0,0.4090746209372263,0.001
163.0,0.4578285119808828,0.001
164.0,0.5114878052752986,0.001
165.0,0.5709768520107495,0.001
166.0,0.6374872509320492,0.001
167.0,0.712580741611663,0.001
168.0,0.7983435378625345,0.001
169.0,0.8976248357334864,0.001
170.0,1.0144184180976406,0.001
171.0,1.1544986529794006,0.001
172.0,1.3265334799284323,0.001
173.0,1.5441513722640852,0.001
174.0,1.8300752468022616,0.001
175.0,2.2252170472843598,0.001
176.0,2.8114141802038812,0.001
177.0,3.7796387916305965,0.001
178.0,5.702834828105,0.001
179.0,11.44577736941188,0.001
180.0,1633123935319537.0,0.001
